name,lon1,lat1,lon2,lat2,dip,res,other3,other6,rake,rakeSig,rakeTog,other7,other8,other9,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,
"sshore-hokkaba              ",142.406,42.334,142.112,42.462,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"sshore-hokkabb              ",141.67,42.607,141.839,42.696,90,100,0,0,0,0,0,0,0,0,5,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"sshore-hokkbaa              ",141.67,42.607,141.407,42.508,90,100,0,0,0,0,0,0,0,0,5,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"sshore-hokkbab              ",141.407,42.508,141.191,42.472,90,100,0,0,0,0,0,0,0,0,5,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"sum-in                      ",96.125,14.101,99.425,14.331,90,100,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"sum-psaa                    ",113.588,18.243,117.3,20.084,90,100,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"sum-psab                    ",117.3,20.084,118.4,21.81,90,100,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"sum-psb                     ",118.4,21.81,120.705,21.738,90,100,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"sum1                        ",99.425,14.331,101.763,17.322,90,100,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"sum2                        ",101.763,17.322,113.588,18.243,90,100,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"to_arctic_1                 ",140.4,68.4,142.201,68.038,90,100,0,0,0,0,0,0,0,0,15,5,0,5,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,-1,0,0,0,
"tottoriaa                   ",134.728,35.379,135.118,35.32,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"tottoriab                   ",131.594,34.186,131.963,34.644,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"tottoriab                   ",135.118,35.32,135.303,35.245,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"tottoribaa                  ",135.303,35.245,135.522,35.147,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"tottoribaaa                 ",131.963,34.644,133.094,35.291,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"tottoribaab                 ",133.094,35.291,133.566,35.362,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"tottoribab                  ",133.566,35.362,134.728,35.379,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"tottoribab                  ",135.522,35.147,135.61,35.094,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"tottoribba                  ",135.61,35.094,135.693,34.992,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"tottoribbb                  ",135.693,34.992,135.73,34.862,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"wcoast_honshuaabbab         ",139.419,38.021,139.476,38.09,135,100,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"wcoast_honshuaabbbaa        ",139.476,38.09,139.497,38.249,135,100,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"wcoast_honshuaabbbab        ",139.497,38.249,139.533,38.307,135,100,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"wcoast_honshuaabbbba        ",139.533,38.307,139.524,38.574,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"wcoast_honshuaabbbbb        ",139.524,38.574,139.549,38.891,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"wcoast_honshuaba            ",139.549,38.891,139.569,39.051,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,1.5,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"wcoast_honshuabba           ",139.569,39.051,139.588,39.272,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,1.5,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"wcoast_honshuabbb           ",139.588,39.272,139.598,39.419,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,1.5,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"wcoasthokkab                ",139.928,43.765,139.825,44.242,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"wcoasthokkb                 ",139.825,44.242,139.723,44.907,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"whokk-soj                   ",140.076,43.273,139.928,43.765,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"wncsz                       ",131.263,33.412,131.594,34.186,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yamanobeaa                  ",139.899,36.991,139.9,37.545,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yamanobeaa                  ",140.268,38.392,140.26,38.278,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yamanobeab                  ",140.26,38.278,140.264,38.141,45,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yamanobeabaa                ",139.9,37.545,140.041,37.831,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yamanobeb                   ",140.264,38.141,140.041,37.831,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yamanobebaab                ",140.268,38.392,140.381,38.492,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yamanobebaba                ",140.381,38.492,140.415,38.635,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yamanobebabb                ",140.415,38.635,140.495,38.814,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yamanobebba                 ",140.495,38.814,140.647,39.013,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yamanobebbb                 ",140.647,39.013,140.706,39.206,135,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang-sechina                ",123.328,31.462,126.265,34.247,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang-sum                    ",111.525,22.04,113.588,18.243,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang1a                      ",123.328,31.462,124.833,31.596,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang1ba                     ",124.833,31.596,126.739,32.05,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang1bb                     ",126.739,32.05,128.955,32.376,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang2a                      ",123.328,31.462,121.08,31.583,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang2b                      ",121.08,31.583,119.714,31.187,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang3a                      ",119.714,31.187,118.975,31.394,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang3b                      ",118.975,31.394,115.004,34.797,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang4a                      ",115.004,34.797,113.577,34.831,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang4b                      ",113.577,34.831,110.975,30.784,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang5                       ",110.975,30.784,105.475,28.828,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang6a                      ",105.475,28.828,105.062,26.642,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang6b                      ",105.062,26.642,107.4,23.535,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yang7                       ",107.4,23.535,111.525,22.04,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yoroaaa                     ",136.55,34.794,136.596,34.917,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yoroaabaa                   ",136.596,34.917,136.593,34.97,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yoroaababa                  ",136.593,34.97,136.655,35.056,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yoroaababb                  ",136.655,35.056,136.639,35.094,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yoroaabb                    ",136.639,35.094,136.623,35.128,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yoroabaa                    ",136.623,35.128,136.526,35.358,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yoroabab                    ",136.526,35.358,136.415,35.396,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yoroabb                     ",136.415,35.396,136.235,35.509,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,
"yorob                       ",136.235,35.509,136.133,35.711,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,-1,0,0,0,

